Survived,Pclass,SibSp,Parch,Age_Missing,FamilySize,IsAlone,Fare_Log,FarePerPerson_Log,Age_Log,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_U,AgeGroup_Child,AgeGroup_Teen,AgeGroup_Adult,AgeGroup_Senior,FamilyType_Alone,FamilyType_Small,FamilyType_Large,Pclass_Fare,Pclass_Age
1,1,1,1,0,3,0,4.209231556544208,3.139901879198367,3.799218037242036,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.209231556544208,43.66624349485038
1,2,0,0,0,1,1,3.1250485450240473,3.1250485450240473,3.1462406628513406,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.2500970900480946,44.49700227966718
0,3,0,0,1,1,1,3.1812404144582356,3.1812404144582356,3.388017377110765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.543721243374707,85.82158242365918
0,2,0,0,0,1,1,3.722688918216354,3.722688918216354,3.074328877445946,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.445377836432708,41.270714123981726
1,3,0,2,1,3,0,2.7836584758104315,1.8016052841685803,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.350975427431294,85.82158242365918
1,3,0,1,0,2,0,2.7501449852819455,2.1189566826388426,3.774623075001688,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.250434955845837,127.74323526476581
1,2,0,0,0,1,1,2.7786018570531548,2.7786018570531548,4.0502925589184215,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.5572037141063095,112.828503279968
0,3,1,0,0,2,0,0.5427892989713833,0.3077787741509033,2.9760689671047187,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.62836789691415,55.83172532661807
0,3,0,1,0,2,0,2.214158169135974,1.6246909905219011,3.3871222708023954,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.642474507407922,85.74211323690359
0,2,0,0,1,1,1,2.941540044470564,2.941540044470564,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.883080088941128,57.21438828243945
0,3,0,0,1,1,1,3.0820567480134193,3.0820567480134193,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.246170244040258,85.82158242365918
1,2,1,0,0,2,0,3.2655723703753243,2.6098896294547522,3.6492137794376975,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.531144740750649,74.88885672751844
1,2,0,0,0,1,1,3.1448201590387868,3.1448201590387868,2.9785735634256763,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.2896403180775735,37.31950648624282
1,1,1,0,0,2,0,4.024637149797281,3.349202086543775,3.6274635933290207,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.024637149797281,36.61728278507399
1,3,0,0,0,1,1,1.3498637520038022,1.3498637520038022,2.555318104102172,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,4.049591256011406,35.62618416611209
0,3,1,2,0,4,0,1.2160989841237766,0.46593285487525404,3.395604369148897,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.6482969523713296,86.49803393358445
1,1,0,0,0,1,1,0.5950932400845571,0.5950932400845571,3.1241813280069235,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.5950932400845571,21.74126982987941
0,2,0,1,0,2,0,2.894800823975283,2.2554882443563136,3.757004470301885,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5.789601647950566,83.6399303867277
0,3,0,0,1,1,1,3.088876472951808,3.088876472951808,3.388017377110765,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.266629418855423,85.82158242365918
0,1,0,0,0,1,1,4.893001997228461,4.893001997228461,2.7739294101705068,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.893001997228461,15.021465392872951
1,1,0,0,0,1,1,4.825796972906025,4.825796972906025,2.5873421383782267,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.825796972906025,12.29438995541518
0,3,1,0,0,2,0,2.2904315368214756,1.693705528752667,3.411870558157039,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,6.871294610464426,87.96573042244461
1,3,0,1,0,2,0,3.1421718706823905,2.4913069573856865,3.4917393612485124,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.426515612047172,95.52907181060995
1,2,1,0,0,2,0,2.458673893451563,1.8476119381003737,3.124391795168562,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.917347786903126,43.49211324821277
0,3,1,0,1,2,0,3.036255023304996,2.3900051364681514,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.108765069914988,85.82158242365918
1,3,0,0,0,1,1,0.5403572411720114,0.5403572411720114,3.1716524785819655,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.6210717235160343,68.54057471311827
1,1,1,2,0,4,0,3.2636350184381513,1.9859684234441484,3.2918408472943654,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.2636350184381513,25.89232277821137
1,3,0,0,0,1,1,3.303985060600306,3.303985060600306,1.8908072420718074,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,9.911955181800918,16.874142813700757
1,2,0,0,0,1,1,2.942421155254696,2.942421155254696,3.5712712387088477,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5.884842310509392,69.1235438601419
0,3,3,0,0,4,0,2.146188559791664,1.0605815339001017,3.752013225489563,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.438565679374992,124.82031826395652
1,3,0,1,0,2,0,3.1277293647398086,2.4774665406903056,3.6605513621342465,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9.383188094219426,113.64832635687458
1,3,0,0,0,1,1,3.167119265295166,3.167119265295166,3.717998095817644,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.501357795885497,120.54560812897918
0,1,0,0,0,1,1,4.148453887869133,4.148453887869133,3.8870829146211214,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.148453887869133,47.76841719041731
1,3,0,0,0,1,1,2.7867196586068936,2.7867196586068936,3.1331419680165165,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.360158975820681,65.83788563536538
0,2,4,0,0,5,0,3.1076805422385116,1.662754957655831,3.879005121430094,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6.215361084477023,94.75212562860435
0,1,0,0,0,1,1,4.0665467585120645,4.0665467585120645,3.664372046385502,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.0665467585120645,38.03161842003576
1,1,0,0,0,1,1,2.721755848158322,2.721755848158322,2.2718829903572986,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2.721755848158322,8.697644203142627
1,3,0,0,0,1,1,3.069818816906689,3.069818816906689,3.7633135219221865,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.209456450720067,126.27291769488873
0,3,0,0,1,1,1,1.9932298448607706,1.9932298448607706,3.388017377110765,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.979689534582311,85.82158242365918
0,1,0,0,1,1,1,4.713951942521434,4.713951942521434,3.388017377110765,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.713951942521434,28.607194141219725
0,3,0,0,1,1,1,2.779086317076046,2.779086317076046,3.388017377110765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.337258951228137,85.82158242365918
1,1,0,2,1,3,0,4.9820410132210595,3.8970555498263595,3.388017377110765,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.9820410132210595,28.607194141219725
0,3,0,2,1,3,0,1.1280739988177286,0.5286066010610777,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.384221996453186,85.82158242365918
1,1,2,0,0,3,0,4.651197489351135,3.571505397314298,4.0620707318541625,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.651197489351135,57.09448471237766
0,3,0,1,0,2,0,2.6009622683923443,1.9793932798718616,3.9240621853367643,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.8028868051770335,148.81679138140186
1,2,1,0,0,2,0,2.572787787315139,1.95319072408884,3.6573667500213562,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.145575574630278,75.51829171048912
0,3,1,2,0,4,0,2.031511007922286,0.9769718226844216,2.2384429789432123,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,6.094533023766858,25.136151159367778
0,1,1,0,1,2,0,4.568236455694771,3.8854120540018546,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.568236455694771,28.607194141219725
0,2,1,0,0,2,0,3.306765815763565,2.64959800951618,3.122579266581364,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6.61353163152713,43.40973217403794
0,1,0,0,0,1,1,4.479377911839218,4.479377911839218,3.534844733113161,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.479377911839218,33.28969024742746
1,3,0,1,1,2,0,2.691764980471841,2.064181954133349,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.075294941415523,85.82158242365918
1,3,0,0,0,1,1,2.303784373569528,2.303784373569528,3.3750902382443293,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.9113531207085845,84.68076314485359
0,2,0,0,1,1,1,2.8140964815695906,2.8140964815695906,3.388017377110765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.628192963139181,57.21438828243945
0,3,1,0,0,2,0,2.036038093072223,1.465590636435942,3.1495545144409656,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.108114279216668,66.97701304929166
0,3,0,0,0,1,1,2.2875932751748085,2.2875932751748085,2.891111931636329,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6.8627798255244254,51.0399841777626
0,3,1,0,0,2,0,2.931588341222683,2.290380924155139,3.3706706107461057,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.794765023668049,84.2941019116937
0,3,0,0,0,1,1,2.978138405152943,2.978138405152943,3.3176733548962876,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8.934415215458829,79.78820864360917
1,2,2,0,1,3,0,2.1091459643861667,1.2278065115773333,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.2182919287723335,57.21438828243945
1,1,0,2,0,3,0,3.693324559976142,2.643291211218746,0.4054651081081644,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3.693324559976142,0.5
0,3,0,0,0,1,1,2.118277565465034,2.118277565465034,3.26798293846457,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.354832696395102,75.77496372328123
1,3,0,0,0,1,1,2.6017781590192604,2.6017781590192604,3.5990402592410593,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.805334477057781,106.68937942903668
0,3,1,0,0,2,0,0.5403572411720114,0.3062412799630639,3.1641390849411315,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.6210717235160343,68.00507643779451
1,2,0,0,1,1,1,2.5023289954798695,2.5023289954798695,3.388017377110765,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,5.004657990959739,57.21438828243945
0,2,2,1,0,4,0,1.9663008387030474,0.930607752468948,3.438252698071046,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.932601677406095,60.265025432635085
0,3,1,1,0,3,0,2.845136102302876,1.8565010947385365,3.4895538912573105,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8.535408306908629,95.31397461075831
0,3,1,0,0,2,0,2.621954768144108,1.998949774860999,3.9734324491256947,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.865864304432324,156.5001300832934
0,3,0,2,0,3,0,2.3321050595300377,1.4109544528562616,3.8108400074327307,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.9963151785901125,132.56514451312623
1,3,1,2,0,4,0,1.703620183661356,0.7530421244614831,3.9384563838486697,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.110860550984068,151.01787583329002
1,3,1,2,0,4,0,2.3440340909065847,1.2106901920734603,0.4054651081081644,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,7.032102272719754,1.5
0,1,0,0,0,1,1,4.038926985187283,4.038926985187283,3.4646052713134514,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.038926985187283,30.96384023797394
1,1,0,0,0,1,1,5.116395529855357,5.116395529855357,4.101840124225485,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.116395529855357,59.45142344286408
0,3,0,0,0,1,1,3.0899600495888375,3.0899600495888375,3.6724847668627927,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.269880148766513,115.04867690294148
1,3,0,0,0,1,1,2.137038053985081,2.137038053985081,3.1850333158535573,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.4111141619552425,69.50428071929653
1,1,0,0,1,1,1,4.535389146835735,4.535389146835735,3.388017377110765,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.535389146835735,28.607194141219725
0,1,3,1,1,5,0,4.88439459300718,3.3047628366627877,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4.88439459300718,28.607194141219725
0,3,0,0,0,1,1,2.1367548046411518,2.1367548046411518,3.533531201321042,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.410264413923455,99.73403765198033
1,1,0,0,0,1,1,2.6493258559492,2.6493258559492,3.5686377626626844,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2.6493258559492,34.46824406128787
1,1,3,0,0,4,0,1.9232116183899601,0.9004560219713593,3.4914734165194354,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1.9232116183899601,31.834290669101776
1,3,0,0,0,1,1,3.185447264762644,3.185447264762644,3.5467547590108315,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.556341794287933,101.10156901306378
1,3,1,0,0,2,0,2.523446041150703,1.9074291622370318,3.402000740958057,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.570338123452109,87.07233138678698
1,3,0,1,0,2,0,2.79304064849968,2.159326544610941,3.754221679888548,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.37912194549904,125.1029155448517
1,1,0,0,0,1,1,4.0304831451311705,4.0304831451311705,2.7970651177985286,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0304831451311705,15.396454424002137
0,3,0,1,0,2,0,1.3498378241092754,0.8872326042741419,2.735064068454839,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,4.049513472327826,43.23219223802431
0,1,0,4,0,5,0,3.431888228982952,1.9440512795703135,4.021457450498071,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3.431888228982952,54.78234661906182
1,2,0,0,1,1,1,2.026792064934678,2.026792064934678,3.388017377110765,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,4.053584129869356,57.21438828243945
0,3,1,4,0,6,0,3.0349529867072724,1.4586150226995167,3.5419074337150915,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9.104858960121817,100.59817588504905
0,3,0,0,0,1,1,3.2558054539531107,3.2558054539531107,3.4826377259559202,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,9.767416361859333,94.63636484252328
1,3,1,0,0,2,0,2.66011966734466,2.034574920339729,3.1662700132833552,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.98035900203398,68.15654449408841
0,3,0,0,0,1,1,0.61928533196149,0.61928533196149,2.9001600194191197,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1.8578559958844703,51.53116145497806
0,3,0,0,0,1,1,2.8888539399263666,2.8888539399263666,3.8475938567504686,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8.6665618197791,137.6403813433049
1,1,1,1,0,3,0,4.998894641573224,3.9136829602737975,2.4411607134126303,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4.998894641573224,10.48636538661908
0,2,0,0,0,1,1,3.4248064806343286,3.4248064806343286,3.138715099808962,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.849612961268657,44.1483995189881
0,2,1,0,0,2,0,3.030553901829354,2.384565921297841,3.681111002022461,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.061107803658708,77.38093154782388
0,2,3,0,0,4,0,2.9261249276019825,1.688951249246373,3.8190880804275045,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.852249855203965,89.12527981419706
0,3,1,0,0,2,0,2.6175928937082804,1.9948839698282266,3.5085257303223107,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.852778681124841,97.19697704563453
0,2,0,0,0,1,1,3.504129952245314,3.504129952245314,4.1298786583075495,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7.008259904490628,122.34075723617636
1,3,0,1,0,2,0,2.9998687067063874,2.3553151048086676,2.914257438807381,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,8.999606120119163,52.3053543469772
1,3,1,0,0,2,0,2.3900372061785418,1.7845586051246705,2.382968051840881,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,7.170111618535625,29.511060044622084
0,3,1,0,0,2,0,2.371429953527916,1.767526542632552,3.8041448468220054,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.114289860583749,131.66054569365122
0,3,0,0,0,1,1,2.3171189627710826,2.3171189627710826,3.501687897459447,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,6.9513568883132475,96.5141839361985
0,3,0,0,1,1,1,1.701634158064822,1.701634158064822,3.388017377110765,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.104902474194466,85.82158242365918
0,3,0,0,0,1,1,3.211436219504307,3.211436219504307,3.661594172489796,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9.634308658512921,113.77003188642118
1,1,0,1,1,2,0,3.820100680357762,3.148642183945116,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3.820100680357762,28.607194141219725
1,3,0,0,0,1,1,2.8860401678685705,2.8860401678685705,1.9699221677742333,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8.658120503605712,18.51035520106251
0,2,0,0,0,1,1,2.6662346576200506,2.6662346576200506,3.119544779278398,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.332469315240101,43.272145775989614
1,1,1,0,0,2,0,4.113146689184697,3.4362234119857913,3.8306095530139905,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4.113146689184697,45.09062435234655
0,3,2,0,0,3,0,2.5717721828095823,1.6153537128634046,3.146013730105583,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.715316548428747,66.72967767666307
0,1,0,0,0,1,1,4.720836315913112,4.720836315913112,3.0892400570265344,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.720836315913112,20.960382994198863
0,3,0,0,0,1,1,2.478737660642471,2.478737660642471,3.8673228057242257,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.436212981927413,140.4426199692194
0,3,0,0,0,1,1,1.5864558360421763,1.5864558360421763,3.5542402075630886,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.7593675081265285,101.88373974931437
0,3,4,1,1,6,0,2.6499054186076627,1.1606842286272403,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7.949716255822988,85.82158242365918
1,2,4,0,1,5,0,2.5902646654427017,1.243191594400445,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5.1805293308854035,57.21438828243945
1,1,2,0,0,3,0,5.088780202086633,4.002423577048187,3.5036350760829866,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.088780202086633,32.2360482015494
0,3,1,0,0,2,0,2.4782512181211587,1.8656602770675892,3.3194130236879786,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,7.434753654363476,79.93235805626868
0,2,0,0,1,1,1,2.6616781110337278,2.6616781110337278,3.388017377110765,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.3233562220674555,57.21438828243945
0,3,1,2,1,4,0,3.3944547007947627,2.104085372592596,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,10.183364102384289,85.82158242365918
0,3,0,0,0,1,1,2.9912773651687408,2.9912773651687408,0.4054651081081644,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,8.973832095506221,1.5
1,3,0,0,1,1,1,1.9207095503189673,1.9207095503189673,3.388017377110765,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5.762128650956901,85.82158242365918
1,2,1,0,1,2,0,2.5719173323329443,1.9523820183994323,3.388017377110765,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5.143834664665889,57.21438828243945
1,2,0,1,1,2,0,3.2481161297929173,2.5930807037323755,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.496232259585835,57.21438828243945
0,3,0,0,0,1,1,2.663596620347905,2.663596620347905,3.59945483268207,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.990789861043716,106.73486316003093
0,2,0,0,0,1,1,3.3979186792535496,3.3979186792535496,2.965398606275839,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6.795837358507099,36.80487126577784
1,1,0,0,1,1,1,3.9486673256063987,3.9486673256063987,3.388017377110765,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.9486673256063987,28.607194141219725
1,3,1,0,0,2,0,2.9759835448052585,2.3325758407686363,0.4054651081081644,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8.927950634415776,1.5
1,3,0,0,0,1,1,1.7760195778325483,1.7760195778325483,3.2045215646725924,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.328058733497645,70.93112032682984
1,3,0,0,1,1,1,2.546667880321911,2.546667880321911,3.388017377110765,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,7.640003640965734,85.82158242365918
0,3,0,2,1,3,0,2.2041560546026724,1.3049577611731042,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6.612468163808018,85.82158242365918
1,1,0,0,1,1,1,4.131121586871066,4.131121586871066,3.388017377110765,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.131121586871066,28.607194141219725
0,3,0,0,1,1,1,2.578472885563115,2.578472885563115,3.388017377110765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7.735418656689345,85.82158242365918
0,3,0,1,0,2,0,3.140178877919019,2.4893965550608526,2.9497623214499424,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,9.420536633757056,54.30423957740223
1,1,0,0,1,1,1,3.306813439434004,3.306813439434004,3.388017377110765,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3.306813439434004,28.607194141219725
1,3,1,4,1,6,0,1.705529604959608,0.5600252279129578,3.388017377110765,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5.116588814878824,85.82158242365918
1,3,5,0,0,6,0,1.7396939469247024,0.5780729727144799,3.414917766104585,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5.219081840774107,88.24334467851092
0,3,0,0,0,1,1,3.099168438836748,3.099168438836748,2.483658925089289,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,9.297505316510243,32.955109921899776
1,3,0,0,0,1,1,0.5403572411720114,0.5403572411720114,3.479379866913661,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.6210717235160343,94.31879690513533
